ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
655400590,Photo,Common Loon,Gavia immer,,,Alison Gale,2026-04-18,2026,4,18,822,United States,US-WA-009,Washington,Clallam,Ediz Hook,48.1403500,-123.4471100,"",,Unspecified,false,false,,,,,,,S323667024,"",,,,,Gavia immer,comloo,Species,6933,,4.00,1,,1688,2532
655400565,Photo,White-crowned Sparrow,Zonotrichia leucophrys,,,Alison Gale,2026-04-18,2026,4,18,822,United States,US-WA-009,Washington,Clallam,Ediz Hook,48.1403500,-123.4471100,"",,Unspecified,false,false,,,,,,,S323667024,"",,,,,Zonotrichia leucophrys,whcspa,Species,33187,,5.00,2,,3259,4889
655400560,Photo,Black Oystercatcher,Haematopus bachmani,,,Alison Gale,2026-04-18,2026,4,18,822,United States,US-WA-009,Washington,Clallam,Ediz Hook,48.1403500,-123.4471100,"",,Unspecified,false,false,,,,,,,S323667024,"",,,,,Haematopus bachmani,blkoys,Species,5806,,5.00,2,,2561,3842
655400553,Photo,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),,,Alison Gale,2026-04-18,2026,4,18,822,United States,US-WA-009,Washington,Clallam,Ediz Hook,48.1403500,-123.4471100,"",,Unspecified,false,false,,,,,,,S323667024,"",,,,,Columba livia,rocpig1,Domestic,1868,,4.50,2,,3821,5732
655400549,Photo,Marbled Murrelet,Brachyramphus marmoratus,,,Alison Gale,2026-04-18,2026,4,18,822,United States,US-WA-009,Washington,Clallam,Ediz Hook,48.1403500,-123.4471100,"",,Unspecified,false,false,,,,,,,S323667024,"",,,,,Brachyramphus marmoratus,marmur,Species,6395,,4.00,2,,1808,2712
655400533,Photo,Long-tailed Duck,Clangula hyemalis,,,Alison Gale,2026-04-18,2026,4,18,822,United States,US-WA-009,Washington,Clallam,Ediz Hook,48.1403500,-123.4471100,"",,Unspecified,false,false,,,,,,,S323667024,"",,,,,Clangula hyemalis,lotduc,Species,741,,4.00,1,,1721,2581
655400500,Photo,Belted Kingfisher,Megaceryle alcyon,,,Alison Gale,2026-04-18,2026,4,18,1132,United States,US-WA-009,Washington,Clallam,Elwha River Mouth,48.1447892,-123.5671808,"",,Unspecified,false,false,,,,,,,S323750410,"",,,,,Megaceryle alcyon,belkin1,Species,10306,,4.00,1,,1574,2361
655400492,Photo,Rufous Hummingbird,Selasphorus rufus,,,Alison Gale,2026-04-18,2026,4,18,1132,United States,US-WA-009,Washington,Clallam,Elwha River Mouth,48.1447892,-123.5671808,"",,Unspecified,false,false,,,,,,,S323750410,"",,,,,Selasphorus rufus,rufhum,Species,4826,,5.00,2,,1917,2876
655400479,Photo,Red-throated Loon,Gavia stellata,,,Alison Gale,2026-04-18,2026,4,18,1132,United States,US-WA-009,Washington,Clallam,Elwha River Mouth,48.1447892,-123.5671808,"",,Unspecified,false,false,,,,,,,S323750410,"",,,,,Gavia stellata,retloo,Species,6927,,4.00,1,,2070,3105
655400474,Photo,Killdeer,Charadrius vociferus,,,Alison Gale,2026-04-18,2026,4,18,1132,United States,US-WA-009,Washington,Clallam,Elwha River Mouth,48.1447892,-123.5671808,"",,Unspecified,false,false,,,,,,,S323750410,"",,,,,Charadrius vociferus,killde,Species,5827,,5.00,1,,1874,2811
655400440,Photo,Yellow-rumped Warbler,Setophaga coronata,,,Alison Gale,2026-04-18,2026,4,18,1400,United States,US-WA-009,Washington,Clallam,Freshwater Bay,48.1461024,-123.6414242,"",,Unspecified,false,false,,,,,,,S323789056,"",,,,,Setophaga coronata,yerwar,Species,34159,,4.00,1,,1748,2622
655400437,Photo,Orange-crowned Warbler,Leiothlypis celata,,,Alison Gale,2026-04-18,2026,4,18,1400,United States,US-WA-009,Washington,Clallam,Freshwater Bay,48.1461024,-123.6414242,"",,Unspecified,false,false,,,,,,,S323789056,"",,,,,Leiothlypis celata,orcwar,Species,33973,,4.50,2,,1781,2671
655400432,Photo,Northern Rough-winged Swallow,Stelgidopteryx serripennis,,,Alison Gale,2026-04-18,2026,4,18,1400,United States,US-WA-009,Washington,Clallam,Freshwater Bay,48.1461024,-123.6414242,"",,Unspecified,false,false,,,,,,,S323789056,"",,,,,Stelgidopteryx serripennis,nrwswa,Species,24106,,4.00,1,,1715,2573
655400407,Photo,Song Sparrow,Melospiza melodia,,,Alison Gale,2026-04-18,2026,4,18,1900,United States,US-WA-009,Washington,Clallam,Dungeness Recreation Area,48.1358788,-123.1915855,"",,Unspecified,false,false,,,,,,,S324167538,"",,,,,Melospiza melodia,sonspa,Species,33277,,4.50,2,,2741,4112
655400363,Photo,Bald Eagle,Haliaeetus leucocephalus,,,Alison Gale,2026-04-19,2026,4,19,822,United States,US-WA-009,Washington,Clallam,Dungeness River Dike Trail,48.1411863,-123.1292950,"",,Unspecified,false,false,,,,,,,S324301943,"",,,,,Haliaeetus leucocephalus,baleag,Species,8367,,4.00,1,,1955,2933
655400356,Photo,Black-capped Chickadee,Poecile atricapillus,,,Alison Gale,2026-04-19,2026,4,19,822,United States,US-WA-009,Washington,Clallam,Dungeness River Dike Trail,48.1411863,-123.1292950,"",,Unspecified,false,false,,,,,,,S324301943,"",,,,,Poecile atricapillus,bkcchi,Species,22065,,5.00,1,,1667,2500
655400351,Photo,Marsh Wren,Cistothorus palustris,,,Alison Gale,2026-04-19,2026,4,19,822,United States,US-WA-009,Washington,Clallam,Dungeness River Dike Trail,48.1411863,-123.1292950,"",,Unspecified,false,false,,,,,,,S324301943,"",,,,,Cistothorus palustris,marwre,Species,27329,,5.00,2,,1890,2835
655400346,Photo,Red-winged Blackbird,Agelaius phoeniceus,,,Alison Gale,2026-04-19,2026,4,19,822,United States,US-WA-009,Washington,Clallam,Dungeness River Dike Trail,48.1411863,-123.1292950,"",,Unspecified,false,false,,,,,,,S324301943,"",,,,,Agelaius phoeniceus,rewbla,Species,33779,,4.00,1,,1994,2991
655400335,Photo,Violet-green Swallow,Tachycineta thalassina,,,Alison Gale,2026-04-19,2026,4,19,822,United States,US-WA-009,Washington,Clallam,Dungeness River Dike Trail,48.1411863,-123.1292950,"",,Unspecified,false,false,,,,,,,S324301943,"",,,,,Tachycineta thalassina,vigswa,Species,24074,,4.50,2,,1923,2884
655400102,Photo,Sanderling,Calidris alba,,,Alison Gale,2026-04-19,2026,4,19,1415,United States,US-WA-009,Washington,Clallam,Three Crabs,48.1519450,-123.1222855,"",,Unspecified,false,false,,,,,,,S324402551,"",,,,,Calidris alba,sander,Species,6189,,4.00,1,,1645,2467
655400091,Photo,Least Sandpiper,Calidris minutilla,,,Alison Gale,2026-04-19,2026,4,19,1415,United States,US-WA-009,Washington,Clallam,Three Crabs,48.1519450,-123.1222855,"",,Unspecified,false,false,,,,,,,S324402551,"",,,,,Calidris minutilla,leasan,Species,6226,,5.00,1,,1345,2017
655400070,Photo,Long-billed Dowitcher,Limnodromus scolopaceus,,,Alison Gale,2026-04-19,2026,4,19,1415,United States,US-WA-009,Washington,Clallam,Three Crabs,48.1519450,-123.1222855,"",,Unspecified,false,false,,,,,,,S324402551,"",,,,,Limnodromus scolopaceus,lobdow,Species,6061,,5.00,1,,2010,3015
655400063,Photo,Tree Swallow,Tachycineta bicolor,,,Alison Gale,2026-04-19,2026,4,19,1415,United States,US-WA-009,Washington,Clallam,Three Crabs,48.1519450,-123.1222855,"",,Unspecified,false,false,,,,,,,S324402551,"",,,,,Tachycineta bicolor,treswa,Species,24064,,4.00,1,,1819,2729
655400059,Photo,Barn Swallow,Hirundo rustica,,,Alison Gale,2026-04-19,2026,4,19,1415,United States,US-WA-009,Washington,Clallam,Three Crabs,48.1519450,-123.1222855,"",,Unspecified,false,false,,,,,,,S324402551,"",,,,,Hirundo rustica,barswa,Species,24187,,4.00,2,,2048,3072
655400046,Photo,House Finch,Haemorhous mexicanus,,,Alison Gale,2026-04-19,2026,4,19,1415,United States,US-WA-009,Washington,Clallam,Three Crabs,48.1519450,-123.1222855,"",,Unspecified,false,false,,,,,,,S324402551,"",,,,,Haemorhous mexicanus,houfin,Species,32310,,4.00,1,,1727,2590
655399956,Photo,"Barrow's Goldeneye",Bucephala islandica,,,Alison Gale,2026-04-19,2026,4,19,1707,United States,US-WA-035,Washington,Kitsap,Kingston Ferry Terminal,47.7958271,-122.4960780,"",,Unspecified,false,false,,,,,,,S324448943,"",,,,,Bucephala islandica,bargol,Species,748,,5.00,2,,2185,3277
655399920,Photo,White-crowned Sparrow,Zonotrichia leucophrys,,,Alison Gale,2026-04-19,2026,4,19,1707,United States,US-WA-035,Washington,Kitsap,Kingston Ferry Terminal,47.7958271,-122.4960780,"",,Unspecified,false,false,,,,,,,S324448943,"",,,,,Zonotrichia leucophrys,whcspa,Species,33187,,4.00,1,,3875,5813
655399892,Photo,Pelagic Cormorant,Urile pelagicus,,,Alison Gale,2026-04-19,2026,4,19,1707,United States,US-WA-035,Washington,Kitsap,Kingston Ferry Terminal,47.7958271,-122.4960780,"",,Unspecified,false,false,,,,,,,S324448943,"",,,,,Urile pelagicus,pelcor,Species,7391,,3.50,2,,3155,4733
655399906,Photo,Double-crested Cormorant,Nannopterum auritum,,,Alison Gale,2026-04-19,2026,4,19,1707,United States,US-WA-035,Washington,Kitsap,Kingston Ferry Terminal,47.7958271,-122.4960780,"",,Unspecified,false,false,,,,,,,S324448943,"",,,,,Nannopterum auritum,doccor,Species,7424,,4.00,1,,2561,3842
655399882,Photo,"Brandt's Cormorant",Urile penicillatus,,,Alison Gale,2026-04-19,2026,4,19,1707,United States,US-WA-035,Washington,Kitsap,Kingston Ferry Terminal,47.7958271,-122.4960780,"",,Unspecified,false,false,,,,,,,S324448943,"",,,,,Urile penicillatus,bracor,Species,7389,,5.00,2,,3805,2537
655399877,Photo,Pigeon Guillemot,Cepphus columba,,,Alison Gale,2026-04-19,2026,4,19,1707,United States,US-WA-035,Washington,Kitsap,Kingston Ferry Terminal,47.7958271,-122.4960780,"",,Unspecified,false,false,,,,,,,S324448943,"",,,,,Cepphus columba,piggui,Species,6404,,4.50,2,,1827,2741
655225169,Photo,Barred Owl,Strix varia,,,Alison Gale,2026-04-18,2026,4,18,609,United States,US-WA-009,Washington,Clallam,Dungeness Recreation Area,48.1358788,-123.1915855,"",,Unspecified,false,false,,,,,,,S323453125,"",,,,,Strix varia,brdowl,Species,9219,,5.00,1,,4624,3472
654861916,Photo,Yellow-rumped Warbler,Setophaga coronata,,,Alison Gale,2026-04-12,2026,4,12,720,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S320771289,"",,,,,Setophaga coronata,yerwar,Species,34159,,4.00,1,,2095,3143
654861897,Photo,Red-winged Blackbird,Agelaius phoeniceus,,,Alison Gale,2026-04-12,2026,4,12,720,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S320771289,"",,,,,Agelaius phoeniceus,rewbla,Species,33779,,5.00,2,,2182,3273
654861885,Photo,Spotted Towhee,Pipilo maculatus,,,Alison Gale,2026-04-12,2026,4,12,720,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S320771289,"",,,,,Pipilo maculatus,spotow,Species,33386,,5.00,1,,3429,5144
654861876,Photo,American Goldfinch,Spinus tristis,,,Alison Gale,2026-04-12,2026,4,12,720,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S320771289,"",,,,,Spinus tristis,amegfi,Species,32617,,5.00,1,,1871,2807
654861865,Photo,House Finch,Haemorhous mexicanus,,,Alison Gale,2026-04-12,2026,4,12,720,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S320771289,"",,,,,Haemorhous mexicanus,houfin,Species,32310,,4.50,2,,2569,3853
654861860,Photo,Marsh Wren,Cistothorus palustris,,,Alison Gale,2026-04-12,2026,4,12,720,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S320771289,"",,,,,Cistothorus palustris,marwre,Species,27329,,5.00,2,,2279,3418
654861859,Photo,Marsh Wren,Cistothorus palustris,,,Alison Gale,2026-04-12,2026,4,12,720,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S320771289,"",,,,,Cistothorus palustris,marwre,Species,27329,,5.00,2,,2227,3341
654861837,Photo,Bushtit,Psaltriparus minimus,,,Alison Gale,2026-04-12,2026,4,12,720,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S320771289,"",,,,,Psaltriparus minimus,bushti,Species,25253,,5.00,5,,1775,2662
654861838,Photo,Bushtit,Psaltriparus minimus,,,Alison Gale,2026-04-12,2026,4,12,720,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S320771289,"",,,,,Psaltriparus minimus,bushti,Species,25253,,5.00,10,,1917,2876
654861820,Photo,Pileated Woodpecker,Dryocopus pileatus,,,Alison Gale,2026-04-12,2026,4,12,720,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S320771289,"",,,,,Dryocopus pileatus,pilwoo,Species,11762,,5.00,2,,3595,2397
654861819,Photo,Pileated Woodpecker,Dryocopus pileatus,,,Alison Gale,2026-04-12,2026,4,12,720,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S320771289,"",,,,,Dryocopus pileatus,pilwoo,Species,11762,,5.00,1,,2060,3090
654861802,Photo,Osprey,Pandion haliaetus,,,Alison Gale,2026-04-12,2026,4,12,720,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S320771289,"",,,,,Pandion haliaetus,osprey,Species,7832,,5.00,1,,3376,2251
654861798,Photo,Osprey,Pandion haliaetus,,,Alison Gale,2026-04-12,2026,4,12,720,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S320771289,"",,,,,Pandion haliaetus,osprey,Species,7832,,5.00,2,,2652,1768
654861800,Photo,Osprey,Pandion haliaetus,,,Alison Gale,2026-04-12,2026,4,12,720,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S320771289,"",,,,,Pandion haliaetus,osprey,Species,7832,,5.00,2,,2197,3296
654861786,Photo,Double-crested Cormorant,Nannopterum auritum,,,Alison Gale,2026-04-12,2026,4,12,720,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S320771289,"",,,,,Nannopterum auritum,doccor,Species,7424,,5.00,2,,3317,4976
654861772,Photo,Killdeer,Charadrius vociferus,,,Alison Gale,2026-04-12,2026,4,12,720,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S320771289,"",,,,,Charadrius vociferus,killde,Species,5827,,4.50,2,,2059,3089
654861752,Photo,Wood Duck,Aix sponsa,,,Alison Gale,2026-04-12,2026,4,12,720,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S320771289,"",,,,,Aix sponsa,wooduc,Species,455,,5.00,2,,2177,3265
654685577,Photo,Barn Swallow,Hirundo rustica,,,Alison Gale,2026-04-10,2026,4,10,930,United States,US-WA-057,Washington,Skagit,Skagit Wildlife Area--Wiley Slough,48.3246351,-122.3741287,"",,Unspecified,false,false,,,,,,,S319751834,"",,,,,Hirundo rustica,barswa,Species,24187,,4.50,2,,1485,2227
654685570,Photo,Red-winged Blackbird,Agelaius phoeniceus,,,Alison Gale,2026-04-10,2026,4,10,930,United States,US-WA-057,Washington,Skagit,Skagit Wildlife Area--Wiley Slough,48.3246351,-122.3741287,"",,Unspecified,false,false,,,,,,,S319751834,"",,,,,Agelaius phoeniceus,rewbla,Species,33779,,5.00,3,,2187,3281
654685560,Photo,"Lincoln's Sparrow",Melospiza lincolnii,,,Alison Gale,2026-04-10,2026,4,10,930,United States,US-WA-057,Washington,Skagit,Skagit Wildlife Area--Wiley Slough,48.3246351,-122.3741287,"",,Unspecified,false,false,,,,,,,S319751834,"",,,,,Melospiza lincolnii,linspa,Species,33310,,5.00,3,,1831,2746
654685550,Photo,Savannah Sparrow,Passerculus sandwichensis,,,Alison Gale,2026-04-10,2026,4,10,930,United States,US-WA-057,Washington,Skagit,Skagit Wildlife Area--Wiley Slough,48.3246351,-122.3741287,"",,Unspecified,false,false,,,,,,,S319751834,"",,,,,Passerculus sandwichensis,savspa,Species,33244,,4.00,2,,1683,2524
654685523,Photo,Tree Swallow,Tachycineta bicolor,,,Alison Gale,2026-04-10,2026,4,10,930,United States,US-WA-057,Washington,Skagit,Skagit Wildlife Area--Wiley Slough,48.3246351,-122.3741287,"",,Unspecified,false,false,,,,,,,S319751834,"",,,,,Tachycineta bicolor,treswa,Species,24064,,5.00,4,,1815,2722
654685522,Photo,Tree Swallow,Tachycineta bicolor,,,Alison Gale,2026-04-10,2026,4,10,930,United States,US-WA-057,Washington,Skagit,Skagit Wildlife Area--Wiley Slough,48.3246351,-122.3741287,"",,Unspecified,false,false,,,,,,,S319751834,"",,,,,Tachycineta bicolor,treswa,Species,24064,,5.00,3,,1795,2692
654685521,Photo,Tree Swallow,Tachycineta bicolor,,,Alison Gale,2026-04-10,2026,4,10,930,United States,US-WA-057,Washington,Skagit,Skagit Wildlife Area--Wiley Slough,48.3246351,-122.3741287,"",,Unspecified,false,false,,,,,,,S319751834,"",,,,,Tachycineta bicolor,treswa,Species,24064,,5.00,3,,1474,2211
654685503,Photo,Black Phoebe,Sayornis nigricans,,,Alison Gale,2026-04-10,2026,4,10,930,United States,US-WA-057,Washington,Skagit,Skagit Wildlife Area--Wiley Slough,48.3246351,-122.3741287,"",,Unspecified,false,false,,,,,,,S319751834,"",,,,Small bird with black head and white chest,Sayornis nigricans,blkpho,Species,16998,,5.00,4,,1611,2417
654685493,Photo,Bald Eagle,Haliaeetus leucocephalus,,,Alison Gale,2026-04-10,2026,4,10,930,United States,US-WA-057,Washington,Skagit,Skagit Wildlife Area--Wiley Slough,48.3246351,-122.3741287,"",,Unspecified,false,false,,,,,,,S319751834,"",,,,,Haliaeetus leucocephalus,baleag,Species,8367,,5.00,3,,2869,4304
654685497,Photo,Downy Woodpecker,Dryobates pubescens,,,Alison Gale,2026-04-10,2026,4,10,930,United States,US-WA-057,Washington,Skagit,Skagit Wildlife Area--Wiley Slough,48.3246351,-122.3741287,"",,Unspecified,false,false,,,,,,,S319751834,"",,,,,Dryobates pubescens,dowwoo,Species,11400,,4.50,2,,1945,2917
654685492,Photo,Bald Eagle,Haliaeetus leucocephalus,,,Alison Gale,2026-04-10,2026,4,10,930,United States,US-WA-057,Washington,Skagit,Skagit Wildlife Area--Wiley Slough,48.3246351,-122.3741287,"",,Unspecified,false,false,,,,,,,S319751834,"",,,,,Haliaeetus leucocephalus,baleag,Species,8367,,5.00,1,,1978,2967
654685479,Photo,Great Blue Heron,Ardea herodias,,,Alison Gale,2026-04-10,2026,4,10,930,United States,US-WA-057,Washington,Skagit,Skagit Wildlife Area--Wiley Slough,48.3246351,-122.3741287,"",,Unspecified,false,false,,,,,,,S319751834,"",,,,,Ardea herodias,grbher3,Species,7753,,5.00,3,,3180,4770
654685473,Photo,Greater Yellowlegs,Tringa melanoleuca,,,Alison Gale,2026-04-10,2026,4,10,930,United States,US-WA-057,Washington,Skagit,Skagit Wildlife Area--Wiley Slough,48.3246351,-122.3741287,"",,Unspecified,false,false,,,,,,,S319751834,"",,,,,Tringa melanoleuca,greyel,Species,6154,,5.00,2,,1775,2662
654685218,Photo,Horned Grebe,Podiceps auritus,,,Alison Gale,2026-04-10,2026,4,10,754,United States,US-WA-061,Washington,Snohomish,Edmonds Public Fishing Pier,47.8110241,-122.3899493,"",,Unspecified,false,false,,,,,,,S319626376,"",,,,,Podiceps auritus,horgre,Species,6866,,5.00,2,,3755,5633
654685217,Photo,Horned Grebe,Podiceps auritus,,,Alison Gale,2026-04-10,2026,4,10,754,United States,US-WA-061,Washington,Snohomish,Edmonds Public Fishing Pier,47.8110241,-122.3899493,"",,Unspecified,false,false,,,,,,,S319626376,"",,,,,Podiceps auritus,horgre,Species,6866,,5.00,2,,2131,3197
654685209,Photo,Pigeon Guillemot,Cepphus columba,,,Alison Gale,2026-04-10,2026,4,10,754,United States,US-WA-061,Washington,Snohomish,Edmonds Public Fishing Pier,47.8110241,-122.3899493,"",,Unspecified,false,false,,,,,,,S319626376,"",,,,,Cepphus columba,piggui,Species,6404,,5.00,2,,1993,2990
654685173,Photo,House Finch,Haemorhous mexicanus,,,Alison Gale,2026-04-10,2026,4,10,723,United States,US-WA-061,Washington,Snohomish,Edmonds Marsh,47.8085287,-122.3864508,"",,Unspecified,false,false,,,,,,,S319608405,"",,,,,Haemorhous mexicanus,houfin,Species,32310,,4.50,2,,1907,2860
654685174,Photo,House Finch,Haemorhous mexicanus,,,Alison Gale,2026-04-10,2026,4,10,723,United States,US-WA-061,Washington,Snohomish,Edmonds Marsh,47.8085287,-122.3864508,"",,Unspecified,false,false,,,,,,,S319608405,"",,,,,Haemorhous mexicanus,houfin,Species,32310,,5.00,2,,2189,3283
654685167,Photo,Violet-green Swallow,Tachycineta thalassina,,,Alison Gale,2026-04-10,2026,4,10,723,United States,US-WA-061,Washington,Snohomish,Edmonds Marsh,47.8085287,-122.3864508,"",,Unspecified,false,false,,,,,,,S319608405,"",,,,,Tachycineta thalassina,vigswa,Species,24074,,3.50,2,,2350,3525
654685160,Photo,Tree Swallow,Tachycineta bicolor,,,Alison Gale,2026-04-10,2026,4,10,723,United States,US-WA-061,Washington,Snohomish,Edmonds Marsh,47.8085287,-122.3864508,"",,Unspecified,false,false,,,,,,,S319608405,"",,,,,Tachycineta bicolor,treswa,Species,24064,,4.50,2,,1591,2387
654685152,Photo,"Anna's Hummingbird",Calypte anna,,,Alison Gale,2026-04-10,2026,4,10,723,United States,US-WA-061,Washington,Snohomish,Edmonds Marsh,47.8085287,-122.3864508,"",,Unspecified,false,false,,,,,,,S319608405,"",,,,,Calypte anna,annhum,Species,4814,,4.50,2,,2173,3260
654685138,Photo,Gadwall,Mareca strepera,,,Alison Gale,2026-04-10,2026,4,10,723,United States,US-WA-061,Washington,Snohomish,Edmonds Marsh,47.8085287,-122.3864508,"",,Unspecified,false,false,,,,,,,S319608405,"",,,,,Mareca strepera,gadwal,Species,505,,4.50,2,,2151,3226
653700922,Photo,Dunlin,Calidris alpina,,,Alison Gale,2026-03-28,2026,3,28,736,United States,US-HI-007,Hawaii,Kauai,"Kawai'ele State Waterbird Sanctuary",22.0099791,-159.7679526,"",,Unspecified,false,false,,,,,,,S314045091,"",,,,Small shorebird with light belly and long slightly curved bill. Will upload photo later,Calidris alpina,dunlin,Species,6192,,3.50,2,,1080,1616
653397345,Photo,Red-tailed Hawk,Buteo jamaicensis,,,Alison Gale,2026-03-22,2026,3,22,1100,United States,US-WA-001,Washington,Adams,Columbia NWR--Royal Lake,46.8716342,-119.3433344,"",,Unspecified,false,false,,,,,,,S312570475,"",,,,,Buteo jamaicensis,rethaw,Species,8506,,4.50,2,,1723,2584
653397333,Photo,American Kestrel,Falco sparverius,,,Alison Gale,2026-03-22,2026,3,22,1100,United States,US-WA-001,Washington,Adams,Columbia NWR--Royal Lake,46.8716342,-119.3433344,"",,Unspecified,false,false,,,,,,,S312570475,"",,,,,Falco sparverius,amekes,Species,12028,,.00,0,,1688,2532
653396996,Photo,Red-winged Blackbird,Agelaius phoeniceus,,,Alison Gale,2026-03-21,2026,3,21,1039,United States,US-WA-001,Washington,Adams,"Para/McCain's Ponds",46.8574296,-119.1854596,"",,Unspecified,false,false,,,,,,,S311556119,"",,,,,Agelaius phoeniceus,rewbla,Species,33779,,4.00,1,,2663,3994
653396962,Photo,Brown-headed Cowbird,Molothrus ater,,,Alison Gale,2026-03-22,2026,3,22,819,United States,US-WA-001,Washington,Adams,"West Gillis Road, Othello, Washington, US (46.81, -119.347)",46.8100099,-119.3474460,"",,Unspecified,false,false,,,,,,,S312035095,"",,,,,Molothrus ater,bnhcow,Species,33833,,.00,0,,1881,2822
653396937,Photo,Loggerhead Shrike,Lanius ludovicianus,,,Alison Gale,2026-03-22,2026,3,22,1002,United States,US-WA-025,Washington,Grant,"Lower Crab Creek Road Southeast, Othello, Washington, US (46.81, -119.416)",46.8103875,-119.4164898,"",,Unspecified,false,false,,,,,,,S312066452,"",,,,,Lanius ludovicianus,logshr,Species,21091,,.00,0,,1324,1986
653396899,Photo,European Starling,Sturnus vulgaris,,,Alison Gale,2026-03-21,2026,3,21,759,United States,US-WA-025,Washington,Grant,Potholes SP,46.9809077,-119.3508177,"",,Unspecified,false,false,,,,,,,S311476924,"",,,,,Sturnus vulgaris,eursta,Species,27813,,5.00,1,,2701,4052
653396878,Photo,Great Horned Owl,Bubo virginianus,,,Alison Gale,2026-03-21,2026,3,21,759,United States,US-WA-025,Washington,Grant,Potholes SP,46.9809077,-119.3508177,"",,Unspecified,false,false,,,,,,,S311476924,"",,,,,Bubo virginianus,grhowl,Species,8910,,3.00,1,,4343,2895
653396864,Photo,Tree Swallow,Tachycineta bicolor,,,Alison Gale,2026-03-21,2026,3,21,759,United States,US-WA-025,Washington,Grant,Potholes SP,46.9809077,-119.3508177,"",,Unspecified,false,false,,,,,,,S311476924,"",,,,,Tachycineta bicolor,treswa,Species,24064,,3.00,1,,2767,4151
653396863,Photo,Tree Swallow,Tachycineta bicolor,,,Alison Gale,2026-03-21,2026,3,21,759,United States,US-WA-025,Washington,Grant,Potholes SP,46.9809077,-119.3508177,"",,Unspecified,false,false,,,,,,,S311476924,"",,,,,Tachycineta bicolor,treswa,Species,24064,,3.00,1,,1795,2692
653396842,Photo,House Finch,Haemorhous mexicanus,,,Alison Gale,2026-03-21,2026,3,21,759,United States,US-WA-025,Washington,Grant,Potholes SP,46.9809077,-119.3508177,"",,Unspecified,false,false,,,,,,,S311476924,"",,,,,Haemorhous mexicanus,houfin,Species,32310,,4.00,1,,1647,2471
653396829,Photo,Varied Thrush,Ixoreus naevius,,,Alison Gale,2026-03-21,2026,3,21,759,United States,US-WA-025,Washington,Grant,Potholes SP,46.9809077,-119.3508177,"",,Unspecified,false,false,,,,,,,S311476924,"",,,,,Ixoreus naevius,varthr,Species,28249,,4.00,1,,2406,3609
653396808,Photo,California Quail,Callipepla californica,,,Alison Gale,2026-03-21,2026,3,21,759,United States,US-WA-025,Washington,Grant,Potholes SP,46.9809077,-119.3508177,"",,Unspecified,false,false,,,,,,,S311476924,"",,,,,Callipepla californica,calqua,Species,1094,,4.50,2,,1993,2990
