ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
658541841,Photo,Canada Goose,Branta canadensis,,,Alison Gale,2026-05-27,2026,5,27,541,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S347722254,"",,,,,Branta canadensis,cangoo,Species,342,,3.00,1,,3511,5267
658541848,Photo,Mallard,Anas platyrhynchos,,,Alison Gale,2026-05-27,2026,5,27,541,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S347722254,"",,,,,Anas platyrhynchos,mallar3,Species,545,,4.00,1,,3471,5207
658391619,Photo,Lazuli Bunting,Passerina amoena,,,Alison Gale,2026-05-25,2026,5,25,711,United States,US-WA-061,Washington,Snohomish,"Field's Riffle",47.9166297,-122.1268988,"",,Unspecified,false,false,,,,,,,S346491426,"",,,,,Passerina amoena,lazbun,Species,34606,,5.00,1,,1841,2761
658391617,Photo,Lazuli Bunting,Passerina amoena,,,Alison Gale,2026-05-25,2026,5,25,711,United States,US-WA-061,Washington,Snohomish,"Field's Riffle",47.9166297,-122.1268988,"",,Unspecified,false,false,,,,,,,S346491426,"",,,,,Passerina amoena,lazbun,Species,34606,,5.00,1,,1419,2129
658391618,Photo,Lazuli Bunting,Passerina amoena,,,Alison Gale,2026-05-25,2026,5,25,711,United States,US-WA-061,Washington,Snohomish,"Field's Riffle",47.9166297,-122.1268988,"",,Unspecified,false,false,,,,,,,S346491426,"",,,,,Passerina amoena,lazbun,Species,34606,,5.00,1,,1577,2365
658391583,Photo,Red-winged Blackbird,Agelaius phoeniceus,,,Alison Gale,2026-05-25,2026,5,25,711,United States,US-WA-061,Washington,Snohomish,"Field's Riffle",47.9166297,-122.1268988,"",,Unspecified,false,false,,,,,,,S346491426,"",,,,,Agelaius phoeniceus,rewbla,Species,33779,,4.00,1,,1571,2357
658391574,Photo,"Bullock's Oriole",Icterus bullockii,,,Alison Gale,2026-05-25,2026,5,25,711,United States,US-WA-061,Washington,Snohomish,"Field's Riffle",47.9166297,-122.1268988,"",,Unspecified,false,false,,,,,,,S346491426,"",,,,,Icterus bullockii,bulori,Species,33736,,4.00,1,,1857,2785
658391575,Photo,"Bullock's Oriole",Icterus bullockii,,,Alison Gale,2026-05-25,2026,5,25,711,United States,US-WA-061,Washington,Snohomish,"Field's Riffle",47.9166297,-122.1268988,"",,Unspecified,false,false,,,,,,,S346491426,"",,,,,Icterus bullockii,bulori,Species,33736,,4.00,1,,1948,2922
658391561,Photo,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,,,Alison Gale,2026-05-25,2026,5,25,711,United States,US-WA-061,Washington,Snohomish,"Field's Riffle",47.9166297,-122.1268988,"",,Unspecified,false,false,,,,,,,S346491426,"",,,,,Xanthocephalus xanthocephalus,yehbla,Species,33563,,4.50,2,,1889,2833
658391552,Photo,White-crowned Sparrow,Zonotrichia leucophrys,,,Alison Gale,2026-05-25,2026,5,25,711,United States,US-WA-061,Washington,Snohomish,"Field's Riffle",47.9166297,-122.1268988,"",,Unspecified,false,false,,,,,,,S346491426,"",,,,,Zonotrichia leucophrys,whcspa,Species,33187,,5.00,1,,2008,3012
658391551,Photo,White-crowned Sparrow,Zonotrichia leucophrys,,,Alison Gale,2026-05-25,2026,5,25,711,United States,US-WA-061,Washington,Snohomish,"Field's Riffle",47.9166297,-122.1268988,"",,Unspecified,false,false,,,,,,,S346491426,"",,,,,Zonotrichia leucophrys,whcspa,Species,33187,,5.00,1,,1849,2773
658391544,Photo,American Goldfinch,Spinus tristis,,,Alison Gale,2026-05-25,2026,5,25,711,United States,US-WA-061,Washington,Snohomish,"Field's Riffle",47.9166297,-122.1268988,"",,Unspecified,false,false,,,,,,,S346491426,"",,,,,Spinus tristis,amegfi,Species,32617,,5.00,2,,1833,2750
658391536,Photo,American Robin,Turdus migratorius,,,Alison Gale,2026-05-25,2026,5,25,711,United States,US-WA-061,Washington,Snohomish,"Field's Riffle",47.9166297,-122.1268988,"",,Unspecified,false,false,,,,,,,S346491426,"",,,,,Turdus migratorius,amerob,Species,28633,,5.00,1,,2045,3067
658391512,Photo,Hairy Woodpecker,Leuconotopicus villosus,,,Alison Gale,2026-05-25,2026,5,25,711,United States,US-WA-061,Washington,Snohomish,"Field's Riffle",47.9166297,-122.1268988,"",,Unspecified,false,false,,,,,,,S346491426,"",,,,,Leuconotopicus villosus,haiwoo,Species,11427,,4.00,1,,2350,3525
658391487,Photo,Red-tailed Hawk,Buteo jamaicensis,,,Alison Gale,2026-05-25,2026,5,25,711,United States,US-WA-061,Washington,Snohomish,"Field's Riffle",47.9166297,-122.1268988,"",,Unspecified,false,false,,,,,,,S346491426,"",,,,,Buteo jamaicensis,rethaw,Species,8506,,5.00,1,,1531,2296
658391486,Photo,Red-tailed Hawk,Buteo jamaicensis,,,Alison Gale,2026-05-25,2026,5,25,711,United States,US-WA-061,Washington,Snohomish,"Field's Riffle",47.9166297,-122.1268988,"",,Unspecified,false,false,,,,,,,S346491426,"",,,,,Buteo jamaicensis,rethaw,Species,8506,,4.00,1,,1706,2559
658391485,Photo,Red-tailed Hawk,Buteo jamaicensis,,,Alison Gale,2026-05-25,2026,5,25,711,United States,US-WA-061,Washington,Snohomish,"Field's Riffle",47.9166297,-122.1268988,"",,Unspecified,false,false,,,,,,,S346491426,"",,,,,Buteo jamaicensis,rethaw,Species,8506,,4.00,1,,1571,2357
658391472,Photo,Bald Eagle,Haliaeetus leucocephalus,,,Alison Gale,2026-05-25,2026,5,25,711,United States,US-WA-061,Washington,Snohomish,"Field's Riffle",47.9166297,-122.1268988,"",,Unspecified,false,false,,,,,,,S346491426,"",,,,,Haliaeetus leucocephalus,baleag,Species,8367,,4.00,1,,1642,2463
658391460,Photo,Mourning Dove,Zenaida macroura,,,Alison Gale,2026-05-25,2026,5,25,711,United States,US-WA-061,Washington,Snohomish,"Field's Riffle",47.9166297,-122.1268988,"",,Unspecified,false,false,,,,,,,S346491426,"",,,,,Zenaida macroura,moudov,Species,2412,,4.00,1,,2056,3084
658248512,Photo,Barred Owl,Strix varia,,,Alison Gale,2026-05-23,2026,5,23,1734,United States,US-WA-033,Washington,King,Ravenna Park / Cowen Park,47.6721788,-122.3064566,"",,Unspecified,false,false,,,,,,,S345067581,"",,,,,Strix varia,brdowl,Species,9219,,5.00,1,,2785,4177
658248510,Photo,Barred Owl,Strix varia,,,Alison Gale,2026-05-23,2026,5,23,1734,United States,US-WA-033,Washington,King,Ravenna Park / Cowen Park,47.6721788,-122.3064566,"",,Unspecified,false,false,,,,,,,S345067581,"",,,,,Strix varia,brdowl,Species,9219,,4.00,1,,2897,4345
658248513,Photo,Barred Owl,Strix varia,,,Alison Gale,2026-05-23,2026,5,23,1734,United States,US-WA-033,Washington,King,Ravenna Park / Cowen Park,47.6721788,-122.3064566,"",,Unspecified,false,false,,,,,,,S345067581,"",,,,,Strix varia,brdowl,Species,9219,,5.00,1,,3241,4861
658248507,Photo,Barred Owl,Strix varia,,,Alison Gale,2026-05-23,2026,5,23,1734,United States,US-WA-033,Washington,King,Ravenna Park / Cowen Park,47.6721788,-122.3064566,"",,Unspecified,false,false,,,,,,,S345067581,"",,,,,Strix varia,brdowl,Species,9219,,4.00,1,,3789,2526
658004539,Photo,Osprey,Pandion haliaetus,,,Alison Gale,2026-05-20,2026,5,20,901,United States,US-WA-033,Washington,King,Green Lake,47.6783945,-122.3382464,"",,Unspecified,false,false,,,,,,,S342994543,"",,,,,Pandion haliaetus,osprey,Species,7832,,4.00,1,,1809,2714
658004533,Photo,House Finch,Haemorhous mexicanus,,,Alison Gale,2026-05-20,2026,5,20,901,United States,US-WA-033,Washington,King,Green Lake,47.6783945,-122.3382464,"",,Unspecified,false,false,,,,,,,S342994543,"",,,,,Haemorhous mexicanus,houfin,Species,32310,,4.00,1,,2071,3107
658004521,Photo,Tree Swallow,Tachycineta bicolor,,,Alison Gale,2026-05-20,2026,5,20,901,United States,US-WA-033,Washington,King,Green Lake,47.6783945,-122.3382464,"",,Unspecified,false,false,,,,,,,S342994543,"",,,,,Tachycineta bicolor,treswa,Species,24064,,5.00,1,,1690,2535
658004508,Photo,Cliff Swallow,Petrochelidon pyrrhonota,,,Alison Gale,2026-05-20,2026,5,20,901,United States,US-WA-033,Washington,King,Green Lake,47.6783945,-122.3382464,"",,Unspecified,false,false,,,,,,,S342994543,"",,,,,Petrochelidon pyrrhonota,cliswa,Species,24281,,4.00,2,,2976,4464
658004505,Photo,Cliff Swallow,Petrochelidon pyrrhonota,,,Alison Gale,2026-05-20,2026,5,20,901,United States,US-WA-033,Washington,King,Green Lake,47.6783945,-122.3382464,"",,Unspecified,false,false,,,,,,,S342994543,"",,,,,Petrochelidon pyrrhonota,cliswa,Species,24281,,4.50,2,,1769,2654
658004495,Photo,Black-capped Chickadee,Poecile atricapillus,,,Alison Gale,2026-05-20,2026,5,20,901,United States,US-WA-033,Washington,King,Green Lake,47.6783945,-122.3382464,"",,Unspecified,false,false,,,,,,,S342994543,"",,,,,Poecile atricapillus,bkcchi,Species,22065,,5.00,1,,2732,4098
658004488,Photo,"Steller's Jay",Cyanocitta stelleri,,,Alison Gale,2026-05-20,2026,5,20,901,United States,US-WA-033,Washington,King,Green Lake,47.6783945,-122.3382464,"",,Unspecified,false,false,,,,,,,S342994543,"",,,,,Cyanocitta stelleri,stejay,Species,21274,,5.00,2,,2207,3310
658004481,Photo,Western Wood-Pewee,Contopus sordidulus,,,Alison Gale,2026-05-20,2026,5,20,901,United States,US-WA-033,Washington,King,Green Lake,47.6783945,-122.3382464,"",,Unspecified,false,false,,,,,,,S342994543,"",,,,,Contopus sordidulus,wewpew,Species,16912,,4.00,1,,1375,2063
658004463,Photo,Mallard (Domestic type),Anas platyrhynchos (Domestic type),,,Alison Gale,2026-05-20,2026,5,20,901,United States,US-WA-033,Washington,King,Green Lake,47.6783945,-122.3382464,"",,Unspecified,false,false,,,,,,,S342994543,"",,,,,Anas platyrhynchos,mallar2,Domestic,548,,4.00,1,,3400,5100
658004474,Photo,Pied-billed Grebe,Podilymbus podiceps,,,Alison Gale,2026-05-20,2026,5,20,901,United States,US-WA-033,Washington,King,Green Lake,47.6783945,-122.3382464,"",,Unspecified,false,false,,,,,,,S342994543,"",,,,,Podilymbus podiceps,pibgre,Species,6855,,5.00,1,,1960,2940
658004457,Photo,Gadwall,Mareca strepera,,,Alison Gale,2026-05-20,2026,5,20,901,United States,US-WA-033,Washington,King,Green Lake,47.6783945,-122.3382464,"",,Unspecified,false,false,,,,,,,S342994543,"",,,,,Mareca strepera,gadwal,Species,505,,3.50,2,,2151,3227
658004448,Photo,Mallard,Anas platyrhynchos,,,Alison Gale,2026-05-20,2026,5,20,901,United States,US-WA-033,Washington,King,Green Lake,47.6783945,-122.3382464,"",,Unspecified,false,false,,,,,,,S342994543,"",,,,,Anas platyrhynchos,mallar3,Species,545,,5.00,1,,2843,4265
658004449,Photo,Mallard,Anas platyrhynchos,,,Alison Gale,2026-05-20,2026,5,20,901,United States,US-WA-033,Washington,King,Green Lake,47.6783945,-122.3382464,"",,Unspecified,false,false,,,,,,,S342994543,"",,,,,Anas platyrhynchos,mallar3,Species,545,,5.00,1,,2533,3799
658004450,Photo,Mallard,Anas platyrhynchos,,,Alison Gale,2026-05-20,2026,5,20,901,United States,US-WA-033,Washington,King,Green Lake,47.6783945,-122.3382464,"",,Unspecified,false,false,,,,,,,S342994543,"",,,,,Anas platyrhynchos,mallar3,Species,545,,5.00,1,,2999,4499
658004447,Photo,Mallard,Anas platyrhynchos,,,Alison Gale,2026-05-20,2026,5,20,901,United States,US-WA-033,Washington,King,Green Lake,47.6783945,-122.3382464,"",,Unspecified,false,false,,,,,,,S342994543,"",,,,,Anas platyrhynchos,mallar3,Species,545,,5.00,1,,2525,3787
658002650,Photo,Bald Eagle,Haliaeetus leucocephalus,,,Alison Gale,2026-05-20,2026,5,20,619,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S342868105,"",,,,,Haliaeetus leucocephalus,baleag,Species,8367,,4.00,1,,2103,3155
658002639,Photo,Red-winged Blackbird,Agelaius phoeniceus,,,Alison Gale,2026-05-20,2026,5,20,619,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S342868105,"",,,,,Agelaius phoeniceus,rewbla,Species,33779,,5.00,1,,3167,4750
658002478,Photo,Song Sparrow,Melospiza melodia,,,Alison Gale,2026-05-20,2026,5,20,619,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S342868105,"",,,,,Melospiza melodia,sonspa,Species,33277,,5.00,1,,2787,4181
658002469,Photo,Marsh Wren,Cistothorus palustris,,,Alison Gale,2026-05-20,2026,5,20,619,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S342868105,"",,,,,Cistothorus palustris,marwre,Species,27329,,5.00,1,,2040,3060
658002466,Photo,Brown Creeper,Certhia americana,,,Alison Gale,2026-05-20,2026,5,20,619,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S342868105,"",,,,,Certhia americana,brncre,Species,27026,,5.00,1,,2112,3168
658002456,Photo,Barn Swallow,Hirundo rustica,,,Alison Gale,2026-05-20,2026,5,20,619,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S342868105,"",,,,,Hirundo rustica,barswa,Species,24187,,5.00,1,,1905,2857
658002446,Photo,Barn Swallow,Hirundo rustica,,,Alison Gale,2026-05-20,2026,5,20,619,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S342868105,"",,,,,Hirundo rustica,barswa,Species,24187,,5.00,1,,3956,5934
658002443,Photo,Barn Swallow,Hirundo rustica,,,Alison Gale,2026-05-20,2026,5,20,619,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S342868105,"",,,,,Hirundo rustica,barswa,Species,24187,,5.00,1,,1793,2690
658002428,Photo,Purple Martin,Progne subis,,,Alison Gale,2026-05-20,2026,5,20,619,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S342868105,"",,,,,Progne subis,purmar,Species,24081,,4.00,1,,2065,3097
658002423,Photo,Tree Swallow,Tachycineta bicolor,,,Alison Gale,2026-05-20,2026,5,20,619,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S342868105,"",,,,,Tachycineta bicolor,treswa,Species,24064,,5.00,1,,2367,3550
658002424,Photo,Tree Swallow,Tachycineta bicolor,,,Alison Gale,2026-05-20,2026,5,20,619,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S342868105,"",,,,,Tachycineta bicolor,treswa,Species,24064,,5.00,1,,2520,3780
658002409,Photo,American Crow,Corvus brachyrhynchos,,,Alison Gale,2026-05-20,2026,5,20,619,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S342868105,"",,,,,Corvus brachyrhynchos,amecro,Species,21557,,4.00,1,,3130,4695
658002386,Photo,Bald Eagle,Haliaeetus leucocephalus,,,Alison Gale,2026-05-20,2026,5,20,619,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S342868105,"",,,,,Haliaeetus leucocephalus,baleag,Species,8367,,5.00,1,,2313,3470
658002374,Photo,Great Blue Heron,Ardea herodias,,,Alison Gale,2026-05-20,2026,5,20,619,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S342868105,"",,,,,Ardea herodias,grbher3,Species,7753,,5.00,1,,3768,2512
658002373,Photo,Great Blue Heron,Ardea herodias,,,Alison Gale,2026-05-20,2026,5,20,619,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S342868105,"",,,,,Ardea herodias,grbher3,Species,7753,,5.00,1,,2732,4098
658002328,Photo,Mallard,Anas platyrhynchos,,,Alison Gale,2026-05-20,2026,5,20,619,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S342868105,"",,,,,Anas platyrhynchos,mallar3,Species,545,,5.00,2,,3519,5278
658002353,Photo,"Anna's Hummingbird",Calypte anna,,,Alison Gale,2026-05-20,2026,5,20,619,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S342868105,"",,,,,Calypte anna,annhum,Species,4814,,5.00,1,,2103,3155
658002309,Photo,Gadwall,Mareca strepera,,,Alison Gale,2026-05-20,2026,5,20,619,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S342868105,"",,,,,Mareca strepera,gadwal,Species,505,,5.00,2,,3479,5219
658002294,Photo,Canada Goose,Branta canadensis,,,Alison Gale,2026-05-20,2026,5,20,619,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S342868105,"",,,,,Branta canadensis,cangoo,Species,342,,5.00,1,,4338,2892
658002293,Photo,Canada Goose,Branta canadensis,,,Alison Gale,2026-05-20,2026,5,20,619,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S342868105,"",,,,,Branta canadensis,cangoo,Species,342,,5.00,1,,2292,3438
657542585,Photo,Northern Yellow Warbler,Setophaga aestiva,,,Alison Gale,2026-05-15,2026,5,15,624,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S339377883,"",,,,,Setophaga aestiva,yelwar1,Species,34087,,5.00,1,,1683,2524
657542549,Photo,Spotted Towhee,Pipilo maculatus,,,Alison Gale,2026-05-15,2026,5,15,624,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S339377883,"",,,,,Pipilo maculatus,spotow,Species,33386,,5.00,1,,3142,4713
657542557,Photo,Osprey,Pandion haliaetus,,,Alison Gale,2026-05-15,2026,5,15,624,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S339377883,"",,,,,Pandion haliaetus,osprey,Species,7832,,4.00,1,,1778,2667
657542536,Photo,Cedar Waxwing,Bombycilla cedrorum,,,Alison Gale,2026-05-15,2026,5,15,624,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S339377883,"",,,,,Bombycilla cedrorum,cedwax,Species,29888,,5.00,2,,3352,5028
657542535,Photo,Cedar Waxwing,Bombycilla cedrorum,,,Alison Gale,2026-05-15,2026,5,15,624,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S339377883,"",,,,,Bombycilla cedrorum,cedwax,Species,29888,,5.00,2,,2186,3279
657542534,Photo,Cedar Waxwing,Bombycilla cedrorum,,,Alison Gale,2026-05-15,2026,5,15,624,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S339377883,"",,,,,Bombycilla cedrorum,cedwax,Species,29888,,5.00,3,,1884,2826
657542504,Photo,Marsh Wren,Cistothorus palustris,,,Alison Gale,2026-05-15,2026,5,15,624,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S339377883,"",,,,,Cistothorus palustris,marwre,Species,27329,,5.00,1,,3137,4706
657542503,Photo,Marsh Wren,Cistothorus palustris,,,Alison Gale,2026-05-15,2026,5,15,624,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S339377883,"",,,,,Cistothorus palustris,marwre,Species,27329,,5.00,1,,2915,4373
657542519,Photo,American Robin,Turdus migratorius,,,Alison Gale,2026-05-15,2026,5,15,624,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S339377883,"",,,,,Turdus migratorius,amerob,Species,28633,,5.00,1,,2430,3645
657542498,Photo,Bushtit,Psaltriparus minimus,,,Alison Gale,2026-05-15,2026,5,15,624,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S339377883,"",,,,,Psaltriparus minimus,bushti,Species,25253,,5.00,1,,1916,2874
657542493,Photo,Barn Swallow,Hirundo rustica,,,Alison Gale,2026-05-15,2026,5,15,624,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S339377883,"",,,,,Hirundo rustica,barswa,Species,24187,,5.00,1,,2706,4059
657542479,Photo,Osprey,Pandion haliaetus,,,Alison Gale,2026-05-15,2026,5,15,624,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S339377883,"",,,,,Pandion haliaetus,osprey,Species,7832,,5.00,1,,3188,4782
657542449,Photo,Mallard,Anas platyrhynchos,,,Alison Gale,2026-05-15,2026,5,15,624,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S339377883,"",,,,,Anas platyrhynchos,mallar3,Species,545,,5.00,1,,3867,5800
657542470,Photo,Virginia Rail,Rallus limicola,,,Alison Gale,2026-05-15,2026,5,15,624,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S339377883,"",,,,,Rallus limicola,virrai,Species,5297,,5.00,1,,2775,4162
657542468,Photo,Virginia Rail,Rallus limicola,,,Alison Gale,2026-05-15,2026,5,15,624,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S339377883,"",,,,,Rallus limicola,virrai,Species,5297,,5.00,2,,2199,3298
657542469,Photo,Virginia Rail,Rallus limicola,,,Alison Gale,2026-05-15,2026,5,15,624,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S339377883,"",,,,,Rallus limicola,virrai,Species,5297,,5.00,4,,3559,2373
657542448,Photo,Mallard,Anas platyrhynchos,,,Alison Gale,2026-05-15,2026,5,15,624,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S339377883,"",,,,,Anas platyrhynchos,mallar3,Species,545,,5.00,1,,2581,3871
657542474,Photo,Great Blue Heron,Ardea herodias,,,Alison Gale,2026-05-15,2026,5,15,624,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S339377883,"",,,,,Ardea herodias,grbher3,Species,7753,,4.00,1,,2207,3311
657542456,Photo,"Anna's Hummingbird",Calypte anna,,,Alison Gale,2026-05-15,2026,5,15,624,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S339377883,"",,,,,Calypte anna,annhum,Species,4814,,4.67,3,,1783,2675
657542438,Photo,Gadwall,Mareca strepera,,,Alison Gale,2026-05-15,2026,5,15,624,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S339377883,"",,,,,Mareca strepera,gadwal,Species,505,,5.00,1,,2573,3859
657542432,Photo,Blue-winged Teal,Spatula discors,,,Alison Gale,2026-05-15,2026,5,15,624,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S339377883,"",,,,,Spatula discors,buwtea,Species,485,,5.00,2,,2409,3613
657542413,Photo,Canada Goose,Branta canadensis,,,Alison Gale,2026-05-15,2026,5,15,624,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S339377883,"",,,,,Branta canadensis,cangoo,Species,342,,5.00,1,,2499,3748
657542425,Photo,Wood Duck,Aix sponsa,,,Alison Gale,2026-05-15,2026,5,15,624,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S339377883,"",,,,,Aix sponsa,wooduc,Species,455,,5.00,1,,2171,3256
657099717,Photo,Red-winged Blackbird,Agelaius phoeniceus,,,Alison Gale,2026-05-10,2026,5,10,604,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S336459661,"",,,,,Agelaius phoeniceus,rewbla,Species,33779,,5.00,1,,3411,5116
657099694,Photo,Song Sparrow,Melospiza melodia,,,Alison Gale,2026-05-10,2026,5,10,604,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S336459661,"",,,,,Melospiza melodia,sonspa,Species,33277,,5.00,1,,2579,3868
657099664,Photo,American Robin,Turdus migratorius,,,Alison Gale,2026-05-10,2026,5,10,604,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S336459661,"",,,,,Turdus migratorius,amerob,Species,28633,,5.00,1,,3601,5402
657099704,Photo,Spotted Towhee,Pipilo maculatus,,,Alison Gale,2026-05-10,2026,5,10,604,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S336459661,"",,,,,Pipilo maculatus,spotow,Species,33386,,5.00,1,,2393,3589
