ML Catalog Number,Common Name,Scientific Name,Date,Time,Country,State,County,Locality,Latitude,Longitude,eBird Checklist ID
658248512,Barred Owl,Strix varia,2026-05-23,1734,United States,Washington,King,Ravenna Park / Cowen Park,47.6721788,-122.3064566,S345067581
658248510,Barred Owl,Strix varia,2026-05-23,1734,United States,Washington,King,Ravenna Park / Cowen Park,47.6721788,-122.3064566,S345067581
658248513,Barred Owl,Strix varia,2026-05-23,1734,United States,Washington,King,Ravenna Park / Cowen Park,47.6721788,-122.3064566,S345067581
658248507,Barred Owl,Strix varia,2026-05-23,1734,United States,Washington,King,Ravenna Park / Cowen Park,47.6721788,-122.3064566,S345067581
658004539,Osprey,Pandion haliaetus,2026-05-20,901,United States,Washington,King,Green Lake,47.6783945,-122.3382464,S342994543
658004533,House Finch,Haemorhous mexicanus,2026-05-20,901,United States,Washington,King,Green Lake,47.6783945,-122.3382464,S342994543
658004521,Tree Swallow,Tachycineta bicolor,2026-05-20,901,United States,Washington,King,Green Lake,47.6783945,-122.3382464,S342994543
658004508,Cliff Swallow,Petrochelidon pyrrhonota,2026-05-20,901,United States,Washington,King,Green Lake,47.6783945,-122.3382464,S342994543
658004505,Cliff Swallow,Petrochelidon pyrrhonota,2026-05-20,901,United States,Washington,King,Green Lake,47.6783945,-122.3382464,S342994543
658004495,Black-capped Chickadee,Poecile atricapillus,2026-05-20,901,United States,Washington,King,Green Lake,47.6783945,-122.3382464,S342994543
658004488,Steller's Jay,Cyanocitta stelleri,2026-05-20,901,United States,Washington,King,Green Lake,47.6783945,-122.3382464,S342994543
658004481,Western Wood-Pewee,Contopus sordidulus,2026-05-20,901,United States,Washington,King,Green Lake,47.6783945,-122.3382464,S342994543
658004463,Mallard (Domestic type),Anas platyrhynchos (Domestic type),2026-05-20,901,United States,Washington,King,Green Lake,47.6783945,-122.3382464,S342994543
658004474,Pied-billed Grebe,Podilymbus podiceps,2026-05-20,901,United States,Washington,King,Green Lake,47.6783945,-122.3382464,S342994543
658004457,Gadwall,Mareca strepera,2026-05-20,901,United States,Washington,King,Green Lake,47.6783945,-122.3382464,S342994543
658004448,Mallard,Anas platyrhynchos,2026-05-20,901,United States,Washington,King,Green Lake,47.6783945,-122.3382464,S342994543
658004449,Mallard,Anas platyrhynchos,2026-05-20,901,United States,Washington,King,Green Lake,47.6783945,-122.3382464,S342994543
658004450,Mallard,Anas platyrhynchos,2026-05-20,901,United States,Washington,King,Green Lake,47.6783945,-122.3382464,S342994543
658004447,Mallard,Anas platyrhynchos,2026-05-20,901,United States,Washington,King,Green Lake,47.6783945,-122.3382464,S342994543
658002650,Bald Eagle,Haliaeetus leucocephalus,2026-05-20,619,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S342868105
658002639,Red-winged Blackbird,Agelaius phoeniceus,2026-05-20,619,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S342868105
658002478,Song Sparrow,Melospiza melodia,2026-05-20,619,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S342868105
658002469,Marsh Wren,Cistothorus palustris,2026-05-20,619,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S342868105
658002466,Brown Creeper,Certhia americana,2026-05-20,619,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S342868105
658002456,Barn Swallow,Hirundo rustica,2026-05-20,619,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S342868105
658002446,Barn Swallow,Hirundo rustica,2026-05-20,619,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S342868105
658002443,Barn Swallow,Hirundo rustica,2026-05-20,619,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S342868105
658002428,Purple Martin,Progne subis,2026-05-20,619,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S342868105
658002423,Tree Swallow,Tachycineta bicolor,2026-05-20,619,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S342868105
658002424,Tree Swallow,Tachycineta bicolor,2026-05-20,619,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S342868105
658002409,American Crow,Corvus brachyrhynchos,2026-05-20,619,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S342868105
658002386,Bald Eagle,Haliaeetus leucocephalus,2026-05-20,619,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S342868105
658002374,Great Blue Heron,Ardea herodias,2026-05-20,619,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S342868105
658002373,Great Blue Heron,Ardea herodias,2026-05-20,619,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S342868105
658002328,Mallard,Anas platyrhynchos,2026-05-20,619,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S342868105
658002353,Anna's Hummingbird,Calypte anna,2026-05-20,619,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S342868105
658002309,Gadwall,Mareca strepera,2026-05-20,619,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S342868105
658002294,Canada Goose,Branta canadensis,2026-05-20,619,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S342868105
658002293,Canada Goose,Branta canadensis,2026-05-20,619,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S342868105
657542585,Northern Yellow Warbler,Setophaga aestiva,2026-05-15,624,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S339377883
657542549,Spotted Towhee,Pipilo maculatus,2026-05-15,624,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S339377883
657542557,Osprey,Pandion haliaetus,2026-05-15,624,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S339377883
657542536,Cedar Waxwing,Bombycilla cedrorum,2026-05-15,624,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S339377883
657542535,Cedar Waxwing,Bombycilla cedrorum,2026-05-15,624,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S339377883
657542534,Cedar Waxwing,Bombycilla cedrorum,2026-05-15,624,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S339377883
657542504,Marsh Wren,Cistothorus palustris,2026-05-15,624,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S339377883
657542503,Marsh Wren,Cistothorus palustris,2026-05-15,624,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S339377883
657542519,American Robin,Turdus migratorius,2026-05-15,624,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S339377883
657542498,Bushtit,Psaltriparus minimus,2026-05-15,624,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S339377883
657542493,Barn Swallow,Hirundo rustica,2026-05-15,624,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S339377883
657542479,Osprey,Pandion haliaetus,2026-05-15,624,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S339377883
657542449,Mallard,Anas platyrhynchos,2026-05-15,624,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S339377883
657542470,Virginia Rail,Rallus limicola,2026-05-15,624,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S339377883
657542468,Virginia Rail,Rallus limicola,2026-05-15,624,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S339377883
657542469,Virginia Rail,Rallus limicola,2026-05-15,624,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S339377883
657542448,Mallard,Anas platyrhynchos,2026-05-15,624,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S339377883
657542474,Great Blue Heron,Ardea herodias,2026-05-15,624,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S339377883
657542456,Anna's Hummingbird,Calypte anna,2026-05-15,624,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S339377883
657542438,Gadwall,Mareca strepera,2026-05-15,624,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S339377883
657542432,Blue-winged Teal,Spatula discors,2026-05-15,624,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S339377883
657542413,Canada Goose,Branta canadensis,2026-05-15,624,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S339377883
657542425,Wood Duck,Aix sponsa,2026-05-15,624,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S339377883
657099717,Red-winged Blackbird,Agelaius phoeniceus,2026-05-10,604,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S336459661
657099694,Song Sparrow,Melospiza melodia,2026-05-10,604,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S336459661
657099664,American Robin,Turdus migratorius,2026-05-10,604,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S336459661
657099704,Spotted Towhee,Pipilo maculatus,2026-05-10,604,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S336459661
657099652,Marsh Wren,Cistothorus palustris,2026-05-10,604,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S336459661
657099634,Purple Martin,Progne subis,2026-05-10,604,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S336459661
657099651,Marsh Wren,Cistothorus palustris,2026-05-10,604,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S336459661
657099631,Tree Swallow,Tachycineta bicolor,2026-05-10,604,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S336459661
657099617,American Crow,Corvus brachyrhynchos,2026-05-10,604,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S336459661
657099630,Tree Swallow,Tachycineta bicolor,2026-05-10,604,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S336459661
657099599,Downy Woodpecker,Dryobates pubescens,2026-05-10,604,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S336459661
657099581,Pied-billed Grebe,Podilymbus podiceps,2026-05-10,604,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S336459661
657099548,Virginia Rail,Rallus limicola,2026-05-10,604,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S336459661
657099549,Virginia Rail,Rallus limicola,2026-05-10,604,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S336459661
657099512,Canada Goose,Branta canadensis,2026-05-10,604,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S336459661
657099517,Gadwall,Mareca strepera,2026-05-10,604,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S336459661
656678561,Virginia Rail,Rallus limicola,2026-05-05,554,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S333055230
656678560,Virginia Rail,Rallus limicola,2026-05-05,554,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S333055230
656535032,Wilson's Warbler,Cardellina pusilla,2026-05-03,727,United States,Washington,Grays Harbor,Westhaven SP,46.9011251,-124.1268446,S331882311
656535026,White-crowned Sparrow,Zonotrichia leucophrys,2026-05-03,727,United States,Washington,Grays Harbor,Westhaven SP,46.9011251,-124.1268446,S331882311
656535025,Black Turnstone,Arenaria melanocephala,2026-05-03,727,United States,Washington,Grays Harbor,Westhaven SP,46.9011251,-124.1268446,S331882311
656535019,Black Oystercatcher,Haematopus bachmani,2026-05-03,727,United States,Washington,Grays Harbor,Westhaven SP,46.9011251,-124.1268446,S331882311
656535011,Western Sandpiper,Calidris mauri,2026-05-02,1504,United States,Washington,Grays Harbor,Bottle Beach State Park,46.893277,-124.0468136,S331419171
656535005,Western Sandpiper,Calidris mauri,2026-05-02,1504,United States,Washington,Grays Harbor,Bottle Beach State Park,46.893277,-124.0468136,S331419171
656535002,Semipalmated Plover,Charadrius semipalmatus,2026-05-02,1504,United States,Washington,Grays Harbor,Bottle Beach State Park,46.893277,-124.0468136,S331419171
656534979,Bald Eagle,Haliaeetus leucocephalus,2026-05-02,1255,United States,Washington,Pacific,Tokeland -- Graveyard Spit/Fisher Ave,46.7079709,-123.9877832,S331313814
656534944,Dunlin,Calidris alpina,2026-05-02,1123,United States,Washington,Pacific,Tokeland--marina,46.7063518,-123.9671946,S331300190
656534941,Least Sandpiper,Calidris minutilla,2026-05-02,1123,United States,Washington,Pacific,Tokeland--marina,46.7063518,-123.9671946,S331300190
656534930,Short-billed Dowitcher,Limnodromus griseus,2026-05-02,1123,United States,Washington,Pacific,Tokeland--marina,46.7063518,-123.9671946,S331300190
656534924,Barn Swallow,Hirundo rustica,2026-05-02,1123,United States,Washington,Pacific,Tokeland--marina,46.7063518,-123.9671946,S331300190
656534913,Marbled Godwit,Limosa fedoa,2026-05-02,1123,United States,Washington,Pacific,Tokeland--marina,46.7063518,-123.9671946,S331300190
656534914,Marbled Godwit,Limosa fedoa,2026-05-02,1123,United States,Washington,Pacific,Tokeland--marina,46.7063518,-123.9671946,S331300190
656534904,Hudsonian Whimbrel,Numenius hudsonicus,2026-05-02,1123,United States,Washington,Pacific,Tokeland--marina,46.7063518,-123.9671946,S331300190
656534889,Snowy Plover,Anarhynchus nivosus,2026-05-02,657,United States,Washington,Pacific,Grayland Beach State Park,46.7880721,-124.0941381,S331099224
656534887,Snowy Plover,Anarhynchus nivosus,2026-05-02,657,United States,Washington,Pacific,Grayland Beach State Park,46.7880721,-124.0941381,S331099224
656534861,Semipalmated Plover,Charadrius semipalmatus,2026-05-01,1555,United States,Washington,Grays Harbor,Bottle Beach State Park,46.893277,-124.0468136,S330689398
656534820,Western Sandpiper,Calidris mauri,2026-05-01,1344,United States,Washington,Grays Harbor,Ocean Shores--Bill's Spit,46.9648907,-124.1339435,S330624973
656534818,Western Sandpiper,Calidris mauri,2026-05-01,1344,United States,Washington,Grays Harbor,Ocean Shores--Bill's Spit,46.9648907,-124.1339435,S330624973
656534817,Western Sandpiper,Calidris mauri,2026-05-01,1344,United States,Washington,Grays Harbor,Ocean Shores--Bill's Spit,46.9648907,-124.1339435,S330624973
656534790,Killdeer,Charadrius vociferus,2026-05-01,1206,United States,Washington,Grays Harbor,Ocean Shores--Oyhut Wildlife Area,46.9444663,-124.1522412,S330597903
656534783,Rufous Hummingbird,Selasphorus rufus,2026-05-01,1206,United States,Washington,Grays Harbor,Ocean Shores--Oyhut Wildlife Area,46.9444663,-124.1522412,S330597903
656534746,Sanderling,Calidris alba,2026-05-01,947,United States,Washington,Grays Harbor,Ocean Shores--Pt. Brown Jetty,46.92816,-124.17397,S330514755
656534739,Semipalmated Plover,Charadrius semipalmatus,2026-05-01,947,United States,Washington,Grays Harbor,Ocean Shores--Pt. Brown Jetty,46.92816,-124.17397,S330514755
656534675,Semipalmated Plover,Charadrius semipalmatus,2026-05-01,947,United States,Washington,Grays Harbor,Ocean Shores--Pt. Brown Jetty,46.92816,-124.17397,S330514755
656534659,Marbled Godwit,Limosa fedoa,2026-05-01,947,United States,Washington,Grays Harbor,Ocean Shores--Pt. Brown Jetty,46.92816,-124.17397,S330514755
656534583,Western Gull,Larus occidentalis,2026-05-01,947,United States,Washington,Grays Harbor,Ocean Shores--Pt. Brown Jetty,46.92816,-124.17397,S330514755
656534579,Sanderling,Calidris alba,2026-05-01,947,United States,Washington,Grays Harbor,Ocean Shores--Pt. Brown Jetty,46.92816,-124.17397,S330514755
656534562,Least Sandpiper,Calidris minutilla,2026-05-01,836,United States,Washington,Grays Harbor,Chance A La Mer SP,47.0127422,-124.1698837,S330467906
656534529,California Gull,Larus californicus,2026-05-01,836,United States,Washington,Grays Harbor,Chance A La Mer SP,47.0127422,-124.1698837,S330467906
656534496,Barn Swallow,Hirundo rustica,2026-04-30,1447,United States,Washington,Grays Harbor,Grays Harbor NWR (Bowerman Basin),46.9731644,-123.9436064,S330084156
656534493,Northern Harrier,Circus hudsonius,2026-04-30,1447,United States,Washington,Grays Harbor,Grays Harbor NWR (Bowerman Basin),46.9731644,-123.9436064,S330084156
656534487,Brown-headed Cowbird,Molothrus ater,2026-04-30,1447,United States,Washington,Grays Harbor,Grays Harbor NWR (Bowerman Basin),46.9731644,-123.9436064,S330084156
656534485,Violet-green Swallow,Tachycineta thalassina,2026-04-30,1447,United States,Washington,Grays Harbor,Grays Harbor NWR (Bowerman Basin),46.9731644,-123.9436064,S330084156
656515988,Cliff Swallow,Petrochelidon pyrrhonota,2026-05-03,1049,United States,Washington,Thurston,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,S332089254
656515987,Cliff Swallow,Petrochelidon pyrrhonota,2026-05-03,1049,United States,Washington,Thurston,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,S332089254
656515995,Brown-headed Cowbird,Molothrus ater,2026-05-03,1049,United States,Washington,Thurston,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,S332089254
656515984,Cliff Swallow,Petrochelidon pyrrhonota,2026-05-03,1049,United States,Washington,Thurston,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,S332089254
656515974,Barn Swallow,Hirundo rustica,2026-05-03,1049,United States,Washington,Thurston,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,S332089254
656515959,American Bittern,Botaurus lentiginosus,2026-05-03,1049,United States,Washington,Thurston,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,S332089254
656515966,Bald Eagle,Haliaeetus leucocephalus,2026-05-03,1049,United States,Washington,Thurston,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,S332089254
656515948,Greater Yellowlegs,Tringa melanoleuca,2026-05-03,1049,United States,Washington,Thurston,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,S332089254
656515943,Hudsonian Whimbrel,Numenius hudsonicus,2026-05-03,1049,United States,Washington,Thurston,Billy Frank Jr. Nisqually NWR,47.0812514,-122.7180576,S332089254
655836110,Killdeer,Charadrius vociferus,2026-04-25,724,United States,Washington,Snohomish,"12th St NE, Everett",48.0077981,-122.1706841,S327106784
655747612,Spotted Towhee,Pipilo maculatus,2026-04-24,655,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S326594442
655747619,Yellow-rumped Warbler,Setophaga coronata,2026-04-24,655,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S326594442
655747595,Marsh Wren,Cistothorus palustris,2026-04-24,655,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S326594442
655747586,Purple Martin,Progne subis,2026-04-24,655,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S326594442
655747548,Northern Flicker,Colaptes auratus,2026-04-24,655,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S326594442
655747577,Tree Swallow,Tachycineta bicolor,2026-04-24,655,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S326594442
655747529,Downy Woodpecker,Dryobates pubescens,2026-04-24,655,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S326594442
655747520,Bald Eagle,Haliaeetus leucocephalus,2026-04-24,655,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S326594442
655747516,Osprey,Pandion haliaetus,2026-04-24,655,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S326594442
655747515,Osprey,Pandion haliaetus,2026-04-24,655,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S326594442
655747507,Double-crested Cormorant,Nannopterum auritum,2026-04-24,655,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S326594442
655747487,Anna's Hummingbird,Calypte anna,2026-04-24,655,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S326594442
655747467,Mallard,Anas platyrhynchos,2026-04-24,655,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S326594442
655747473,Green-winged Teal,Anas crecca,2026-04-24,655,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S326594442
655747451,Canada Goose,Branta canadensis,2026-04-24,655,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S326594442
655747460,Gadwall,Mareca strepera,2026-04-24,655,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S326594442
655747452,Canada Goose,Branta canadensis,2026-04-24,655,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S326594442
655747456,Northern Shoveler,Spatula clypeata,2026-04-24,655,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S326594442
655400729,Savannah Sparrow,Passerculus sandwichensis,2026-04-17,1314,United States,Washington,Clallam,Jamestown S'Klallam Tribe Center,48.0252673,-122.9962617,S323134294
655400699,Rhinoceros Auklet,Cerorhinca monocerata,2026-04-17,1438,United States,Washington,Clallam,John Wayne Marina,48.0623184,-123.0416377,S323179015
655400664,Western x Glaucous-winged Gull (hybrid),Larus occidentalis x glaucescens,2026-04-17,1438,United States,Washington,Clallam,John Wayne Marina,48.0623184,-123.0416377,S323179015
655400643,Red-necked Grebe,Podiceps grisegena,2026-04-17,1438,United States,Washington,Clallam,John Wayne Marina,48.0623184,-123.0416377,S323179015
655400634,Short-billed Gull,Larus brachyrhynchus,2026-04-17,1438,United States,Washington,Clallam,John Wayne Marina,48.0623184,-123.0416377,S323179015
655400596,Horned Grebe,Podiceps auritus,2026-04-18,822,United States,Washington,Clallam,Ediz Hook,48.14035,-123.44711,S323667024
655400590,Common Loon,Gavia immer,2026-04-18,822,United States,Washington,Clallam,Ediz Hook,48.14035,-123.44711,S323667024
655400565,White-crowned Sparrow,Zonotrichia leucophrys,2026-04-18,822,United States,Washington,Clallam,Ediz Hook,48.14035,-123.44711,S323667024
655400560,Black Oystercatcher,Haematopus bachmani,2026-04-18,822,United States,Washington,Clallam,Ediz Hook,48.14035,-123.44711,S323667024
655400553,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),2026-04-18,822,United States,Washington,Clallam,Ediz Hook,48.14035,-123.44711,S323667024
655400549,Marbled Murrelet,Brachyramphus marmoratus,2026-04-18,822,United States,Washington,Clallam,Ediz Hook,48.14035,-123.44711,S323667024
655400533,Long-tailed Duck,Clangula hyemalis,2026-04-18,822,United States,Washington,Clallam,Ediz Hook,48.14035,-123.44711,S323667024
655400500,Belted Kingfisher,Megaceryle alcyon,2026-04-18,1132,United States,Washington,Clallam,Elwha River Mouth,48.1447892,-123.5671808,S323750410
655400492,Rufous Hummingbird,Selasphorus rufus,2026-04-18,1132,United States,Washington,Clallam,Elwha River Mouth,48.1447892,-123.5671808,S323750410
655400479,Red-throated Loon,Gavia stellata,2026-04-18,1132,United States,Washington,Clallam,Elwha River Mouth,48.1447892,-123.5671808,S323750410
655400474,Killdeer,Charadrius vociferus,2026-04-18,1132,United States,Washington,Clallam,Elwha River Mouth,48.1447892,-123.5671808,S323750410
655400440,Yellow-rumped Warbler,Setophaga coronata,2026-04-18,1400,United States,Washington,Clallam,Freshwater Bay,48.1461024,-123.6414242,S323789056
655400437,Orange-crowned Warbler,Leiothlypis celata,2026-04-18,1400,United States,Washington,Clallam,Freshwater Bay,48.1461024,-123.6414242,S323789056
655400432,Northern Rough-winged Swallow,Stelgidopteryx serripennis,2026-04-18,1400,United States,Washington,Clallam,Freshwater Bay,48.1461024,-123.6414242,S323789056
655400407,Song Sparrow,Melospiza melodia,2026-04-18,1900,United States,Washington,Clallam,Dungeness Recreation Area,48.1358788,-123.1915855,S324167538
655400363,Bald Eagle,Haliaeetus leucocephalus,2026-04-19,822,United States,Washington,Clallam,Dungeness River Dike Trail,48.1411863,-123.129295,S324301943
655400356,Black-capped Chickadee,Poecile atricapillus,2026-04-19,822,United States,Washington,Clallam,Dungeness River Dike Trail,48.1411863,-123.129295,S324301943
655400351,Marsh Wren,Cistothorus palustris,2026-04-19,822,United States,Washington,Clallam,Dungeness River Dike Trail,48.1411863,-123.129295,S324301943
655400346,Red-winged Blackbird,Agelaius phoeniceus,2026-04-19,822,United States,Washington,Clallam,Dungeness River Dike Trail,48.1411863,-123.129295,S324301943
655400335,Violet-green Swallow,Tachycineta thalassina,2026-04-19,822,United States,Washington,Clallam,Dungeness River Dike Trail,48.1411863,-123.129295,S324301943
655400102,Sanderling,Calidris alba,2026-04-19,1415,United States,Washington,Clallam,Three Crabs,48.151945,-123.1222855,S324402551
655400091,Least Sandpiper,Calidris minutilla,2026-04-19,1415,United States,Washington,Clallam,Three Crabs,48.151945,-123.1222855,S324402551
655400070,Long-billed Dowitcher,Limnodromus scolopaceus,2026-04-19,1415,United States,Washington,Clallam,Three Crabs,48.151945,-123.1222855,S324402551
655400063,Tree Swallow,Tachycineta bicolor,2026-04-19,1415,United States,Washington,Clallam,Three Crabs,48.151945,-123.1222855,S324402551
655400059,Barn Swallow,Hirundo rustica,2026-04-19,1415,United States,Washington,Clallam,Three Crabs,48.151945,-123.1222855,S324402551
655400046,House Finch,Haemorhous mexicanus,2026-04-19,1415,United States,Washington,Clallam,Three Crabs,48.151945,-123.1222855,S324402551
655399956,Barrow's Goldeneye,Bucephala islandica,2026-04-19,1707,United States,Washington,Kitsap,Kingston Ferry Terminal,47.7958271,-122.496078,S324448943
655399920,White-crowned Sparrow,Zonotrichia leucophrys,2026-04-19,1707,United States,Washington,Kitsap,Kingston Ferry Terminal,47.7958271,-122.496078,S324448943
655399892,Pelagic Cormorant,Urile pelagicus,2026-04-19,1707,United States,Washington,Kitsap,Kingston Ferry Terminal,47.7958271,-122.496078,S324448943
655399906,Double-crested Cormorant,Nannopterum auritum,2026-04-19,1707,United States,Washington,Kitsap,Kingston Ferry Terminal,47.7958271,-122.496078,S324448943
655399882,Brandt's Cormorant,Urile penicillatus,2026-04-19,1707,United States,Washington,Kitsap,Kingston Ferry Terminal,47.7958271,-122.496078,S324448943
655399877,Pigeon Guillemot,Cepphus columba,2026-04-19,1707,United States,Washington,Kitsap,Kingston Ferry Terminal,47.7958271,-122.496078,S324448943
655225169,Barred Owl,Strix varia,2026-04-18,609,United States,Washington,Clallam,Dungeness Recreation Area,48.1358788,-123.1915855,S323453125
