Mute Swan	2.947E-4	4.172E-4	3.319E-4	3.237E-4	4.843E-4	2.904E-4	1.127E-4	5.599E-4	8.02E-5	5.632E-4	4.329E-4	2.431E-4	2.308E-4	2.726E-4	3.339E-4	2.527E-4	6.878E-4	4.252E-4	2.401E-4	2.515E-4	8.06E-5	2.988E-4	1.025E-4	0.0016727	4.849E-4	7.095E-4	5.003E-4	2.761E-4	4.417E-4	6.136E-4	4.978E-4	1.766E-4	6.02E-4	6.034E-4	7.314E-4	0.0010708	8.068E-4	6.801E-4	0.0010217	5.44E-4	9.403E-4	0.0011794	8.412E-4	0.0010761	9.606E-4	0.0011332	0.0010813	3.469E-4	
Trumpeter Swan	0.0700731	0.0659212	0.0689512	0.0546349	0.039958	0.0323026	0.0280706	0.0338714	0.0195748	0.0096686	0.0067532	0.0026137	7.695E-4	7.27E-4	6.677E-4	0.0012633	2.751E-4	3.543E-4	8.0E-5	6.29E-5	0.0	0.0	0.0	8.8E-5	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	1.207E-4	0.0	0.0	2.017E-4	0.0015	0.0010217	0.0145966	0.0282102	0.0566104	0.0692224	0.0764954	0.0614793	0.0663561	0.0671633	0.0618929	
Tundra Swan	0.0100778	0.0050067	0.0053933	0.0040782	0.0040362	0.0042828	0.0015783	0.0013996	0.0016847	6.571E-4	0.0015584	6.078E-4	1.539E-4	0.0015	1.669E-4	6.32E-5	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.095E-4	6.254E-4	2.761E-4	1.104E-4	0.0	0.0	2.649E-4	2.007E-4	0.0	0.0	0.0	1.008E-4	1.134E-4	0.0010217	0.005893	0.0031345	0.0087274	0.0068501	0.0061878	0.0038425	0.0031478	0.0028836	0.003955	
Trumpeter/Tundra Swan	0.0042433	0.0040053	0.003236	0.0033014	0.001453	0.0013066	0.001691	0.0013063	8.825E-4	7.51E-4	0.0018182	4.255E-4	7.69E-5	1.818E-4	2.504E-4	1.263E-4	0.0	7.09E-5	0.0	0.0	0.0	9.96E-5	0.0	0.0	0.0	1.182E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.277E-4	0.0038985	0.0042838	0.0067225	0.00673	0.0054704	0.0051233	0.004407	0.0039649	0.0038857	
Whooper Swan	0.0062471	0.0038385	0.0039827	0.0014889	8.072E-4	3.63E-4	2.818E-4	0.0015	1.604E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
swan sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.08E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.251E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.73E-5	0.0	0.0	0.0	1.813E-4	0.0	0.0	1.202E-4	1.794E-4	0.0	0.0	0.0	6.94E-5	
goose sp.	0.0014734	9.179E-4	6.638E-4	9.063E-4	4.036E-4	7.259E-4	6.764E-4	7.465E-4	8.825E-4	7.51E-4	8.658E-4	8.51E-4	6.925E-4	0.0017266	0.0035056	0.0023372	2.751E-4	4.961E-4	0.0011204	0.0012573	8.87E-4	8.963E-4	2.05E-4	3.521E-4	2.909E-4	3.547E-4	2.502E-4	4.602E-4	2.208E-4	2.454E-4	4.978E-4	5.297E-4	5.017E-4	3.62E-4	0.0025597	0.0053538	0.003933	0.0056676	0.0067688	0.0047144	0.0025076	0.0031843	0.0027641	0.0017039	0.001601	0.0016369	0.0010813	0.0024979	
Egyptian Goose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Muscovy Duck	0.0023574	0.0012517	9.127E-4	0.0011652	8.88E-4	0.0013066	0.0017474	0.001493	7.22E-4	9.387E-4	0.001039	8.51E-4	0.0015389	0.0017266	0.0015024	0.0010107	0.0010317	7.795E-4	0.0012805	0.0012573	0.0011289	0.002689	0.0012301	7.043E-4	9.697E-4	0.0023649	0.0013759	0.0011046	9.938E-4	0.0011044	9.956E-4	0.0015008	0.0024082	8.447E-4	0.0017065	0.0022389	0.0024203	0.0010202	0.0029374	0.0026292	0.0027165	0.0015332	0.0019228	0.0026007	0.0017078	0.002896	0.0026433	0.0014571	
Wood Duck	0.0589345	0.0619993	0.0672088	0.0677758	0.056587	0.0500145	0.0495462	0.0686759	0.0621741	0.0709659	0.0862338	0.0950036	0.0844875	0.1045983	0.0949837	0.0992988	0.0872825	0.1003472	0.1017207	0.1165525	0.1066763	0.117319	0.1033316	0.1015935	0.0913499	0.0982618	0.1124453	0.1148748	0.0944125	0.1182967	0.1181083	0.1347223	0.1211118	0.1238084	0.144198	0.1461112	0.1152683	0.122988	0.1199234	0.1076156	0.082332	0.0915202	0.0861675	0.0775715	0.058384	0.0542684	0.0552685	0.0639051	
Mandarin Duck	0.0	5.007E-4	4.149E-4	0.001942	0.0010494	0.0018873	0.0014092	9.331E-4	6.418E-4	4.694E-4	6.061E-4	6.686E-4	0.0017698	0.0024537	2.504E-4	7.58E-4	4.815E-4	1.417E-4	3.201E-4	6.915E-4	0.0012901	2.988E-4	0.0	2.641E-4	9.7E-5	0.0	1.251E-4	9.2E-5	0.0	1.227E-4	0.0	0.0	2.007E-4	8.447E-4	3.657E-4	4.867E-4	5.042E-4	0.0015	6.386E-4	0.0011786	0.0010448	8.256E-4	0.0024036	3.587E-4	3.202E-4	5.037E-4	6.007E-4	3.469E-4	
Baikal Teal	0.0015	5.007E-4	8.297E-4	0.0	0.0	7.26E-5	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	2.726E-4	1.669E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.518E-4	0.0	0.0	
Blue-winged Teal	0.0	0.0	0.0	6.47E-5	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	1.539E-4	8.179E-4	0.0021701	0.0048639	0.0058463	0.0132521	0.0211285	0.0251462	0.0166102	0.007569	0.0070733	0.0047539	0.0017455	0.0023649	0.0023765	0.0029455	0.003644	0.0056449	0.0095831	0.0065331	0.0052177	0.0051889	0.0046319	0.003407	0.002622	0.0017003	6.386E-4	4.533E-4	2.09E-4	1.179E-4	1.202E-4	0.0	0.0	0.0	0.0	0.0	
Cinnamon Teal	0.0024752	0.0044226	0.0034849	0.0023304	0.0026639	0.0013066	0.0018601	0.0053187	0.0044124	0.0034732	0.0025974	0.0040725	0.0083102	0.0148128	0.0291295	0.0348051	0.0371415	0.0384098	0.032413	0.0325014	0.0255604	0.0179265	0.0121989	0.0085395	0.0048487	0.0049663	0.0086304	0.0099411	0.0087235	0.0116579	0.0138146	0.0117419	0.0089304	0.0076023	0.0081667	0.0043804	0.0029246	0.0027205	0.0020434	0.0024479	0.0017762	8.256E-4	0.001322	0.0019729	0.001601	0.0011332	0.0013216	7.633E-4	
Blue-winged x Cinnamon Teal (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.751E-4	1.417E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blue-winged/Cinnamon Teal	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	6.08E-5	2.308E-4	2.726E-4	4.173E-4	2.527E-4	6.88E-5	7.09E-5	2.401E-4	5.029E-4	1.613E-4	2.988E-4	3.075E-4	1.761E-4	5.818E-4	8.277E-4	0.0013759	0.0011046	0.0012147	0.0018407	0.0021157	0.0022954	0.0021072	0.0018101	0.0014627	9.734E-4	8.068E-4	0.0010202	0.0014049	7.253E-4	1.045E-4	3.538E-4	1.202E-4	0.0	0.0	0.0	0.0	0.0	
Northern Shoveler	0.1072607	0.1085614	0.1063724	0.1015018	0.0829028	0.0730981	0.0635815	0.0932164	0.0900923	0.0919929	0.088658	0.0981036	0.0857956	0.1035987	0.1101744	0.101636	0.0623839	0.0512366	0.0354542	0.0277236	0.0112885	0.0072702	0.0028703	0.0033454	0.0024244	0.0027196	0.0042527	0.0035898	0.003644	0.0133759	0.0379589	0.0662135	0.0719446	0.0871244	0.0986104	0.1058114	0.0940904	0.1128996	0.1314176	0.1423391	0.1183784	0.134096	0.1426511	0.1535288	0.1110044	0.1152103	0.1134206	0.1137247	
Gadwall	0.1900047	0.2001836	0.208762	0.2117426	0.1780756	0.1605691	0.1358999	0.2052813	0.1832331	0.1970337	0.1961905	0.2049599	0.1765928	0.2007452	0.2049912	0.2051039	0.1837816	0.1976472	0.1831132	0.1928082	0.1523948	0.1467981	0.1267043	0.1046747	0.0727308	0.0740215	0.0729206	0.0669183	0.0590769	0.0758375	0.0979465	0.1249228	0.1292394	0.151442	0.1623598	0.1797917	0.153691	0.1770574	0.2025543	0.212874	0.170933	0.2056846	0.212835	0.2216842	0.1659729	0.1935281	0.1930794	0.1916459	
Eurasian Wigeon	0.0334158	0.0292056	0.0302025	0.0284179	0.023329	0.0219948	0.0173045	0.0252869	0.0210991	0.0214963	0.0172294	0.0123389	0.0074638	0.0056343	0.0021701	0.0017055	5.502E-4	1.417E-4	0.0	0.0	0.0	0.0	0.0	6.163E-4	2.909E-4	0.0	0.0	0.0	0.0	0.0	0.0	8.83E-5	0.0015	0.0	2.438E-4	0.0043804	0.0078661	0.0126955	0.0157088	0.0214869	0.0213144	0.0232339	0.0247566	0.0265447	0.019319	0.0236716	0.0236693	0.0296975	
American Wigeon	0.2181165	0.22747	0.237222	0.2274081	0.1848563	0.165723	0.1448058	0.1981898	0.1776173	0.1965643	0.1914286	0.1721979	0.1273469	0.1141403	0.0981554	0.0701156	0.034459	0.0201261	0.0158463	0.0115672	0.0099984	0.0077682	0.0047155	0.005018	0.003782	0.0029561	0.0050031	0.0047865	0.0064046	0.0066266	0.0134412	0.0413172	0.0731487	0.0988295	0.1212823	0.1471819	0.1481444	0.1921333	0.2238825	0.2475068	0.2208756	0.2468451	0.2416777	0.2576451	0.1971395	0.2194661	0.212904	0.2256453	
